model,outer_fold,layer,C,inner_mean_auroc,auroc,auprc,macro_f1,balanced_accuracy,n_iter
Qwen2.5-1.5B-Instruct,3,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
Qwen2.5-1.5B-Instruct,3,1,0.01,0.8550748891967327,0.8345,0.807953084091978,0.7557824008269802,0.7525,43
Qwen2.5-1.5B-Instruct,3,2,0.01,0.896363743824553,0.884,0.84128319159987,0.7475777664456911,0.745,41
Qwen2.5-1.5B-Instruct,3,3,0.1,0.8835828480998855,0.8895,0.8764130071340885,0.7828571428571429,0.78,156
Qwen2.5-1.5B-Instruct,3,4,0.1,0.9065037875232186,0.9169999999999999,0.8848371421953716,0.8297818686168201,0.8275,148
Qwen2.5-1.5B-Instruct,3,5,0.01,0.888839109199571,0.8935,0.8602588625072456,0.8297818686168201,0.8275,47
Qwen2.5-1.5B-Instruct,3,6,0.01,0.8903228600027623,0.897,0.8830261655412899,0.7737556561085973,0.7725,54
Qwen2.5-1.5B-Instruct,3,7,0.01,0.890776882375493,0.8985000000000001,0.8857600271269368,0.8057142857142857,0.8025,50
Qwen2.5-1.5B-Instruct,3,8,0.01,0.901848201341302,0.9104999999999999,0.880710221350752,0.7963800904977376,0.7949999999999999,50
Qwen2.5-1.5B-Instruct,3,9,0.1,0.9136809125075341,0.9285,0.8997304599745957,0.8533650833437774,0.8525,131
Qwen2.5-1.5B-Instruct,3,10,0.1,0.9268657348540948,0.9465,0.9380996017901306,0.8759243012908886,0.875,128
Qwen2.5-1.5B-Instruct,3,11,0.1,0.9553198052681765,0.971,0.9618812859161252,0.9210427371851109,0.9199999999999999,119
Qwen2.5-1.5B-Instruct,3,12,0.1,0.9706062786885091,0.9815,0.9811938494990939,0.9325,0.9325,96
Qwen2.5-1.5B-Instruct,3,13,0.01,0.9644896981328035,0.98,0.9801019777918982,0.9436019551322221,0.9425,35
Qwen2.5-1.5B-Instruct,3,14,0.01,0.9678371056855991,0.986,0.9857648458770749,0.9316801619433198,0.9275,31
Qwen2.5-1.5B-Instruct,3,15,0.01,0.9732250064081472,0.9924999999999999,0.9920289855072464,0.9544534412955465,0.95,30
Qwen2.5-1.5B-Instruct,3,16,0.1,0.979242185615977,1.0,1.0,1.0,1.0,68
Qwen2.5-1.5B-Instruct,3,17,1.0,0.9828026186329012,0.9984999999999999,0.9981845238095238,0.9773755656108597,0.975,90
Qwen2.5-1.5B-Instruct,3,18,100.0,0.9844982886849029,0.997,0.9965972222222221,0.9773755656108597,0.975,123
Qwen2.5-1.5B-Instruct,3,19,0.1,0.9841550458747493,0.996,0.9955196182396606,0.9773755656108597,0.975,67
Qwen2.5-1.5B-Instruct,3,20,100.0,0.9819475141919524,0.9965,0.9959561965811965,0.9659563737233641,0.9625,136
Qwen2.5-1.5B-Instruct,3,21,100.0,0.9843998355215854,0.9984999999999999,0.9981845238095238,0.9661611730793332,0.965,118
Qwen2.5-1.5B-Instruct,3,22,0.01,0.9839851628080295,0.996,0.9955196182396606,0.9773755656108597,0.975,23
Qwen2.5-1.5B-Instruct,3,23,0.01,0.9826777743327072,0.9975,0.9971022727272727,0.9773755656108597,0.975,22
Qwen2.5-1.5B-Instruct,3,24,0.01,0.9810072311715041,0.9955,0.9950105701036552,0.9659563737233641,0.9625,23
Qwen2.5-1.5B-Instruct,3,25,1.0,0.9821128143666397,0.9924999999999999,0.9913785785496312,0.9661611730793332,0.965,85
Qwen2.5-1.5B-Instruct,3,26,10.0,0.9851212459397947,0.9910000000000001,0.9894610563812891,0.9547511312217194,0.9525,97
Qwen2.5-1.5B-Instruct,3,27,10.0,0.9833806951520273,0.9935,0.9925842807467509,0.9659563737233641,0.9625,100
Qwen2.5-1.5B-Instruct,3,28,100.0,0.9849989301317565,0.995,0.994186507936508,0.9544534412955465,0.95,129
Qwen2.5-1.5B-Instruct,4,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
Qwen2.5-1.5B-Instruct,4,1,0.01,0.8299522652287132,0.817,0.7813112776042159,0.7659442724458204,0.77,46
Qwen2.5-1.5B-Instruct,4,2,0.01,0.8776541661175098,0.8855,0.847356062823777,0.8323189665880015,0.835,39
Qwen2.5-1.5B-Instruct,4,3,0.01,0.8729614427070542,0.8949999999999999,0.8445383385228008,0.8540965207631874,0.855,51
Qwen2.5-1.5B-Instruct,4,4,0.01,0.8983833769340199,0.8825,0.8299329818780206,0.7963800904977376,0.7949999999999999,75
Qwen2.5-1.5B-Instruct,4,5,0.1,0.8933259185300862,0.878,0.8331279251545156,0.8057142857142857,0.8025,291
Qwen2.5-1.5B-Instruct,4,6,0.1,0.8908225532650578,0.89,0.8499037186550984,0.8642533936651584,0.8625,291
Qwen2.5-1.5B-Instruct,4,7,0.01,0.8801633785206487,0.8935,0.8546395972476508,0.8416289592760181,0.8400000000000001,71
Qwen2.5-1.5B-Instruct,4,8,0.01,0.8888037103093894,0.9105,0.8625460457606583,0.8533650833437774,0.8525,67
Qwen2.5-1.5B-Instruct,4,9,0.1,0.9030772065597937,0.937,0.8759119848094241,0.8633603238866396,0.8600000000000001,186
Qwen2.5-1.5B-Instruct,4,10,0.1,0.9290524064766063,0.9455,0.9159941095475517,0.898989898989899,0.9,173
Qwen2.5-1.5B-Instruct,4,11,0.1,0.9593241466892083,0.96,0.9372596646385745,0.898989898989899,0.9,125
Qwen2.5-1.5B-Instruct,4,12,0.01,0.9689019169447217,0.9730000000000001,0.965472118277585,0.91,0.91,46
Qwen2.5-1.5B-Instruct,4,13,0.01,0.9678696600221054,0.97,0.9606150748614783,0.898989898989899,0.9,46
Qwen2.5-1.5B-Instruct,4,14,0.1,0.9771440112189197,0.9675,0.9518991742504848,0.8751733703190014,0.8725,113
Qwen2.5-1.5B-Instruct,4,15,0.1,0.9785729253484815,0.9675,0.951812186507619,0.9214365881032547,0.9225000000000001,97
Qwen2.5-1.5B-Instruct,4,16,0.1,0.9870531719776064,0.976,0.9669837739743767,0.897869121170092,0.895,82
Qwen2.5-1.5B-Instruct,4,17,0.1,0.9858767910021079,0.9755,0.9665957908033522,0.9214365881032547,0.9225000000000001,82
Qwen2.5-1.5B-Instruct,4,18,0.01,0.9884718141077852,0.9725,0.9630671849208464,0.9104031856645097,0.9125000000000001,27
Qwen2.5-1.5B-Instruct,4,19,0.1,0.9894065660516426,0.974,0.9648602448422104,0.91,0.91,85
Qwen2.5-1.5B-Instruct,4,20,0.1,0.9914595436514144,0.9735,0.9656247604846753,0.8984835192379997,0.8975,95
Qwen2.5-1.5B-Instruct,4,21,0.1,0.9913824246406618,0.9785,0.9711543205330813,0.91,0.91,84
Qwen2.5-1.5B-Instruct,4,22,0.1,0.9920404647242158,0.9715,0.9603190362659139,0.91,0.91,90
Qwen2.5-1.5B-Instruct,4,23,0.01,0.9914883052496869,0.9695,0.9586008468019637,0.9328023892483823,0.935,25
Qwen2.5-1.5B-Instruct,4,24,0.01,0.9892463228612671,0.9675,0.95319233732386,0.9328023892483823,0.935,27
Qwen2.5-1.5B-Instruct,4,25,0.01,0.9895198741063757,0.9664999999999999,0.9497352124010292,0.9441063221960004,0.9475,27
Qwen2.5-1.5B-Instruct,4,26,0.01,0.9903672350400972,0.9685,0.9541056347330846,0.9330357142857143,0.9375,27
Qwen2.5-1.5B-Instruct,4,27,0.01,0.9889726135853988,0.9670000000000001,0.9542130512962088,0.9330357142857143,0.9375,26
Qwen2.5-1.5B-Instruct,4,28,0.01,0.9894487602644929,0.967,0.9550908229056924,0.9330357142857143,0.9375,25
SmolLM2-360M-Instruct,0,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
SmolLM2-360M-Instruct,0,1,0.1,0.7469655723668677,0.75,0.6964966588674218,0.6954505577139992,0.6950000000000001,763
SmolLM2-360M-Instruct,0,2,0.01,0.8141408136245271,0.7529999999999999,0.7695817682060718,0.6651785714285714,0.6675,57
SmolLM2-360M-Instruct,0,3,0.01,0.8257009217302093,0.7955,0.7667490019026941,0.7525,0.7525,47
SmolLM2-360M-Instruct,0,4,0.01,0.8352176921124636,0.8425,0.792183590654668,0.7544642857142858,0.7575000000000001,39
SmolLM2-360M-Instruct,0,5,0.1,0.8559987370181682,0.8450000000000001,0.7700233374086571,0.7975,0.7975,157
SmolLM2-360M-Instruct,0,6,0.1,0.8991856991012158,0.8915,0.8672862473020704,0.8208063713290195,0.8225,213
SmolLM2-360M-Instruct,0,7,0.1,0.8977215441122323,0.8955000000000001,0.8854053001963127,0.8099614954664016,0.8125,209
SmolLM2-360M-Instruct,0,8,0.1,0.9177010570045395,0.9105,0.8848109260808816,0.8328173374613003,0.8375,206
SmolLM2-360M-Instruct,0,9,1.0,0.9289850853729572,0.93,0.9060303717343217,0.8328173374613003,0.8375,526
SmolLM2-360M-Instruct,0,10,0.1,0.9377338262628792,0.934,0.9097002202576856,0.8660714285714286,0.87,178
SmolLM2-360M-Instruct,0,11,0.1,0.9340281629777546,0.9369999999999999,0.9202538784053673,0.8664027709054923,0.8725,166
SmolLM2-360M-Instruct,0,12,1.0,0.937066146302981,0.9085000000000001,0.8782963312405594,0.84375,0.8474999999999999,390
SmolLM2-360M-Instruct,0,13,1.0,0.9269894729389708,0.9245000000000001,0.9079037573749473,0.855108359133127,0.86,443
SmolLM2-360M-Instruct,0,14,0.1,0.9237792360856286,0.9415,0.9249854388270575,0.855108359133127,0.86,156
SmolLM2-360M-Instruct,0,15,0.1,0.9244763097668383,0.9185,0.8931141084038203,0.8221343873517787,0.8300000000000001,173
SmolLM2-360M-Instruct,0,16,1.0,0.9412258319608361,0.938,0.8927683699534004,0.8553948832035595,0.8625,497
SmolLM2-360M-Instruct,0,17,1.0,0.9673080187019923,0.948,0.9280339791949683,0.8883928571428572,0.8925000000000001,384
SmolLM2-360M-Instruct,0,18,1.0,0.9692759757530244,0.947,0.9116487044879265,0.8883928571428572,0.8925000000000001,440
SmolLM2-360M-Instruct,0,19,0.1,0.9606182605807124,0.963,0.9572126309894003,0.8880039820806371,0.89,176
SmolLM2-360M-Instruct,0,20,1.0,0.9709635862362794,0.962,0.9501387616551797,0.8886689757545769,0.895,374
SmolLM2-360M-Instruct,0,21,1.0,0.9690729062267597,0.9550000000000001,0.9398700643488954,0.866600790513834,0.875,399
SmolLM2-360M-Instruct,0,22,0.1,0.9651060180957862,0.9675,0.9625417663441033,0.9219814241486068,0.9275,160
SmolLM2-360M-Instruct,0,23,0.1,0.9623700315524215,0.9664999999999999,0.9605022798794942,0.9107142857142857,0.915,149
SmolLM2-360M-Instruct,0,24,0.1,0.9603960693325192,0.982,0.9801922116897548,0.9107142857142857,0.915,127
SmolLM2-360M-Instruct,0,25,0.1,0.9629392583490022,0.98,0.9797613122596961,0.8886689757545769,0.895,109
SmolLM2-360M-Instruct,0,26,0.1,0.9683908454677251,0.984,0.9827613475283081,0.8996904024767802,0.905,107
SmolLM2-360M-Instruct,0,27,0.1,0.960567058614557,0.99,0.9885480605667889,0.9109351806036615,0.9175,86
SmolLM2-360M-Instruct,0,28,0.1,0.9420569157263046,0.982,0.9771563711375393,0.8999876527966415,0.9099999999999999,71
SmolLM2-360M-Instruct,0,29,0.01,0.9377101216489182,0.9784999999999999,0.974066183995759,0.8888888888888888,0.9,23
SmolLM2-360M-Instruct,0,30,0.1,0.9359570864311312,0.979,0.9746617625061018,0.9110671936758893,0.9199999999999999,70
SmolLM2-360M-Instruct,0,31,0.01,0.9273907130379486,0.9815,0.9773175901666634,0.8888888888888888,0.9,23
SmolLM2-360M-Instruct,0,32,0.01,0.9309133767032951,0.985,0.9816313784238605,0.8999876527966415,0.9099999999999999,24
SmolLM2-360M-Instruct,1,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
SmolLM2-360M-Instruct,1,1,1.0,0.7796785717559208,0.7739999999999999,0.7067216942312945,0.7205316109800025,0.7224999999999999,2704
SmolLM2-360M-Instruct,1,2,0.01,0.8157097430072179,0.8,0.7425278102845325,0.7659442724458204,0.77,56
SmolLM2-360M-Instruct,1,3,0.01,0.833675944020448,0.846,0.7825806970395948,0.7760079641612743,0.7775000000000001,48
SmolLM2-360M-Instruct,1,4,0.01,0.8335010039694167,0.8350000000000001,0.8065370044287812,0.7767857142857142,0.78,46
SmolLM2-360M-Instruct,1,5,0.01,0.8651428708689575,0.8170000000000001,0.8048057404402387,0.7631282115553328,0.7625,37
SmolLM2-360M-Instruct,1,6,0.1,0.9028020750070876,0.877,0.8399946431568597,0.7963800904977376,0.7949999999999999,211
SmolLM2-360M-Instruct,1,7,0.1,0.8985491512009864,0.869,0.830342709680024,0.7737556561085973,0.7725,200
SmolLM2-360M-Instruct,1,8,0.01,0.9191434037486793,0.915,0.9063592305934417,0.8331479421579533,0.8400000000000001,52
SmolLM2-360M-Instruct,1,9,0.1,0.9371914646954543,0.9155,0.9002572379051449,0.8105263157894738,0.815,180
SmolLM2-360M-Instruct,1,10,0.1,0.941722838700216,0.915,0.9022853413515658,0.8328173374613003,0.8375,161
SmolLM2-360M-Instruct,1,11,0.01,0.9412519070361931,0.9065,0.8877660359692069,0.7996041563582384,0.8049999999999999,43
SmolLM2-360M-Instruct,1,12,0.01,0.9392286392192521,0.904,0.8910035585390559,0.7888628225706877,0.7975,43
SmolLM2-360M-Instruct,1,13,0.01,0.9349385781846121,0.903,0.8850904814331977,0.7888628225706877,0.7975,40
SmolLM2-360M-Instruct,1,14,0.1,0.9303741757510648,0.9195,0.9227713569461649,0.84375,0.8474999999999999,140
SmolLM2-360M-Instruct,1,15,0.1,0.9298738503657306,0.9,0.9026247399706904,0.8214285714285714,0.825,161
SmolLM2-360M-Instruct,1,16,0.1,0.9538837797544266,0.9085,0.899015898769381,0.8200000000000001,0.8200000000000001,138
SmolLM2-360M-Instruct,1,17,1.0,0.9673001171640053,0.9410000000000001,0.9295823519800697,0.8656047784967645,0.8674999999999999,340
SmolLM2-360M-Instruct,1,18,0.1,0.9661518656637403,0.948,0.9380236530622538,0.8993913799528008,0.9025000000000001,153
SmolLM2-360M-Instruct,1,19,0.1,0.9670625969321174,0.938,0.9354207802605725,0.865,0.865,146
SmolLM2-360M-Instruct,1,20,1.0,0.9661226299731885,0.9485,0.9451458239005592,0.8759243012908886,0.875,324
SmolLM2-360M-Instruct,1,21,0.1,0.9734887597461522,0.9475,0.9433927057530054,0.898989898989899,0.9,153
SmolLM2-360M-Instruct,1,22,1.0,0.9773870625273986,0.9475,0.94409828705148,0.8432055749128919,0.845,360
SmolLM2-360M-Instruct,1,23,1.0,0.9770164803958101,0.9450000000000001,0.9423262447578151,0.8432055749128919,0.845,337
SmolLM2-360M-Instruct,1,24,1.0,0.9710320135552465,0.963,0.9517599356574831,0.8880039820806371,0.89,265
SmolLM2-360M-Instruct,1,25,1.0,0.9694349546973222,0.9655,0.9574877983073713,0.91,0.91,235
SmolLM2-360M-Instruct,1,26,0.1,0.9677961757188266,0.9665,0.9613502145440805,0.8984835192379997,0.8975,93
SmolLM2-360M-Instruct,1,27,0.1,0.9652427147029607,0.955,0.9491813516882285,0.8533650833437774,0.8525,95
SmolLM2-360M-Instruct,1,28,0.1,0.9552393676114693,0.9555,0.9440832415533881,0.8751733703190014,0.8725,104
SmolLM2-360M-Instruct,1,29,0.1,0.95017938071538,0.954,0.9456279756697137,0.8875,0.8875,75
SmolLM2-360M-Instruct,1,30,0.1,0.9531920791190481,0.9564999999999999,0.9495821896986436,0.8880039820806371,0.89,71
SmolLM2-360M-Instruct,1,31,0.01,0.9500039665720695,0.9329999999999999,0.9242512224998247,0.84375,0.8474999999999999,27
SmolLM2-360M-Instruct,1,32,0.01,0.9446361357560081,0.9404999999999999,0.9333394029617177,0.8099614954664016,0.8125,29
SmolLM2-360M-Instruct,2,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
SmolLM2-360M-Instruct,2,1,0.1,0.7223083489862802,0.8404999999999999,0.8543141309387687,0.7328055418109847,0.7375,726
SmolLM2-360M-Instruct,2,2,0.01,0.7924235944981275,0.8244999999999999,0.8385060279447829,0.7767857142857142,0.78,56
SmolLM2-360M-Instruct,2,3,0.01,0.8333810586227747,0.9075,0.8940214705246149,0.8316498316498316,0.8325,48
SmolLM2-360M-Instruct,2,4,0.1,0.8550118349235968,0.8724999999999999,0.8635166913414072,0.7876040243448019,0.79,217
SmolLM2-360M-Instruct,2,5,0.01,0.8340033837546276,0.938,0.9269701747926408,0.8221343873517787,0.8300000000000001,39
SmolLM2-360M-Instruct,2,6,0.1,0.8730712740850731,0.946,0.9429274714749736,0.8441365660564077,0.8500000000000001,224
SmolLM2-360M-Instruct,2,7,0.1,0.8738114901636914,0.932,0.9294688251395545,0.8664027709054923,0.8725,228
SmolLM2-360M-Instruct,2,8,0.1,0.9120451361134737,0.959,0.9630061522654949,0.866600790513834,0.875,221
SmolLM2-360M-Instruct,2,9,0.01,0.9202602071277561,0.9675,0.9623063018034699,0.8777626867514507,0.8875,52
SmolLM2-360M-Instruct,2,10,0.1,0.9258685607601406,0.961,0.9617654279224923,0.8776418242491657,0.885,164
SmolLM2-360M-Instruct,2,11,0.01,0.9202022098389319,0.9665,0.9657622917459698,0.8773993808049536,0.8825000000000001,43
SmolLM2-360M-Instruct,2,12,0.01,0.9308002266793217,0.972,0.9705090196490198,0.8886689757545769,0.895,43
SmolLM2-360M-Instruct,2,13,0.01,0.9187669744789805,0.9755,0.9713985312027922,0.8888339920948616,0.8975,40
SmolLM2-360M-Instruct,2,14,0.01,0.919587154122027,0.971,0.9658951334796909,0.866600790513834,0.875,35
SmolLM2-360M-Instruct,2,15,0.01,0.9072637574468044,0.9704999999999999,0.9620818700515539,0.85553772070626,0.865,34
SmolLM2-360M-Instruct,2,16,0.1,0.9379364216968648,0.9785,0.9752604169896301,0.899888765294772,0.9075,168
SmolLM2-360M-Instruct,2,17,1.0,0.9544874572566302,0.99,0.9899877099331529,0.9663299663299663,0.9675,414
SmolLM2-360M-Instruct,2,18,0.1,0.9561262362351256,0.992,0.9913172541743971,0.9438832772166106,0.945,179
SmolLM2-360M-Instruct,2,19,0.1,0.9523481948620408,0.99,0.9891220087630603,0.9436019551322221,0.9425,183
SmolLM2-360M-Instruct,2,20,0.1,0.956862343513991,0.996,0.9952577605321509,0.955,0.955,172
SmolLM2-360M-Instruct,2,21,0.1,0.9653778310025377,0.9969999999999999,0.9964700996677742,0.955,0.955,171
SmolLM2-360M-Instruct,2,22,0.1,0.9638101658659249,0.9974999999999999,0.996885603431656,0.9664637933176004,0.97,161
SmolLM2-360M-Instruct,2,23,0.1,0.9678841988520014,0.998,0.9974663235245713,0.9664637933176004,0.97,152
SmolLM2-360M-Instruct,2,24,0.1,0.9684783945086207,0.9945,0.9933579880290406,0.9552015928322548,0.9575,124
SmolLM2-360M-Instruct,2,25,0.1,0.9647142598423928,0.9915,0.9901112260934637,0.9330357142857143,0.9375,109
SmolLM2-360M-Instruct,2,26,0.1,0.9648048114677233,0.9950000000000001,0.9940336637047165,0.9552015928322548,0.9575,105
SmolLM2-360M-Instruct,2,27,0.1,0.9563688134513254,0.996,0.995436507936508,0.9441063221960004,0.9475,92
SmolLM2-360M-Instruct,2,28,0.1,0.9514659091304168,0.989,0.9881800388404163,0.9552015928322548,0.9575,103
SmolLM2-360M-Instruct,2,29,0.1,0.9471165865608745,0.986,0.9838242369642218,0.9328023892483823,0.935,81
SmolLM2-360M-Instruct,2,30,0.1,0.9459872987517782,0.9864999999999999,0.9839989060300043,0.9107142857142857,0.915,75
SmolLM2-360M-Instruct,2,31,0.01,0.939637780856217,0.9784999999999999,0.9761760799291949,0.9107142857142857,0.915,23
SmolLM2-360M-Instruct,2,32,0.01,0.9332326361332276,0.9775,0.977353884410304,0.8993913799528008,0.9025000000000001,26
SmolLM2-360M-Instruct,3,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
SmolLM2-360M-Instruct,3,1,10.0,0.8327729562592983,0.6920000000000001,0.6195136665531771,0.625974025974026,0.6275,3315
SmolLM2-360M-Instruct,3,2,0.01,0.8105757977155705,0.7989999999999999,0.795142912270151,0.7092647628892622,0.7075,54
SmolLM2-360M-Instruct,3,3,0.01,0.849246240685272,0.837,0.7987590379921479,0.7142857142857142,0.7125,37
SmolLM2-360M-Instruct,3,4,0.01,0.8594553438259437,0.8565,0.8191840678927477,0.7916666666666667,0.7875000000000001,40
SmolLM2-360M-Instruct,3,5,0.1,0.8763505703804212,0.8694999999999999,0.8418724027504612,0.7580335424401485,0.755,160
SmolLM2-360M-Instruct,3,6,0.1,0.8979698104357824,0.948,0.9462958994099733,0.865,0.865,207
SmolLM2-360M-Instruct,3,7,0.1,0.8961921224194761,0.9369999999999999,0.927771501346961,0.8656047784967645,0.8674999999999999,207
SmolLM2-360M-Instruct,3,8,1.0,0.9144320327085745,0.9464999999999999,0.9205351786566265,0.865,0.865,631
SmolLM2-360M-Instruct,3,9,1.0,0.9249421844465494,0.9625,0.9575509278176096,0.8765432098765431,0.8775,456
SmolLM2-360M-Instruct,3,10,1.0,0.9396494751324376,0.9410000000000001,0.9245902285048203,0.8323189665880015,0.835,350
SmolLM2-360M-Instruct,3,11,1.0,0.9322297729319226,0.9339999999999999,0.9048097516599585,0.8432055749128919,0.845,372
SmolLM2-360M-Instruct,3,12,0.1,0.9303068546474161,0.9259999999999999,0.8981792045879553,0.8214285714285714,0.825,180
SmolLM2-360M-Instruct,3,13,0.1,0.9361658450647469,0.9164999999999999,0.8675119962644435,0.8082466474495551,0.8075,173
SmolLM2-360M-Instruct,3,14,0.1,0.9336645341995947,0.896,0.8473497267836287,0.8099614954664016,0.8125,144
SmolLM2-360M-Instruct,3,15,0.1,0.9311692285033129,0.9005,0.860124441541861,0.8105263157894738,0.815,167
SmolLM2-360M-Instruct,3,16,0.1,0.9424298683192891,0.9615,0.9560553312624156,0.8773993808049536,0.8825000000000001,162
SmolLM2-360M-Instruct,3,17,0.1,0.9514938805748906,0.9795,0.9750631497000137,0.9219814241486068,0.9275,162
SmolLM2-360M-Instruct,3,18,0.1,0.9591281885471314,0.985,0.9816302830095142,0.9104031856645097,0.9125000000000001,179
SmolLM2-360M-Instruct,3,19,0.1,0.9578328104095494,0.9875,0.9857034208142543,0.9219814241486068,0.9275,185
SmolLM2-360M-Instruct,3,20,0.1,0.960408237701019,0.9865,0.9852185340539379,0.8993913799528008,0.9025000000000001,169
SmolLM2-360M-Instruct,3,21,0.1,0.9620455944026768,0.987,0.986032732195523,0.9436019551322221,0.9425,174
SmolLM2-360M-Instruct,3,22,0.1,0.9609054024711586,0.989,0.988278540565126,0.9325,0.9325,155
SmolLM2-360M-Instruct,3,23,0.1,0.9612382152511695,0.986,0.9851579507500561,0.9438832772166106,0.945,148
SmolLM2-360M-Instruct,3,24,0.1,0.9681632811737009,0.9825,0.9845209750566893,0.955,0.955,126
SmolLM2-360M-Instruct,3,25,0.1,0.9686947386187037,0.9805,0.9843907128068619,0.9217488510744007,0.925,109
SmolLM2-360M-Instruct,3,26,1.0,0.9749295261826944,0.9840000000000001,0.9851635274204713,0.9107142857142857,0.915,245
SmolLM2-360M-Instruct,3,27,0.1,0.9671376615429934,0.978,0.9807471323864343,0.9328023892483823,0.935,77
SmolLM2-360M-Instruct,3,28,0.1,0.9523203814483266,0.973,0.9777976601169713,0.9438832772166106,0.945,72
SmolLM2-360M-Instruct,3,29,0.1,0.9501095311195753,0.964,0.9683574166651485,0.9095022624434389,0.9075,71
SmolLM2-360M-Instruct,3,30,0.1,0.9531136958622174,0.9710000000000001,0.9743064647263728,0.9325,0.9325,69
SmolLM2-360M-Instruct,3,31,0.01,0.948298498612964,0.9715,0.9739091881556137,0.8883928571428572,0.8925000000000001,23
SmolLM2-360M-Instruct,3,32,0.1,0.9411842698710249,0.97,0.9710562847900216,0.898989898989899,0.9,77
SmolLM2-360M-Instruct,4,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
SmolLM2-360M-Instruct,4,1,1.0,0.7603115860883626,0.8325,0.7938202781338537,0.765246553223202,0.7675000000000001,2743
SmolLM2-360M-Instruct,4,2,0.01,0.7953500081069781,0.8175,0.7703448763837193,0.785687429502444,0.7849999999999999,48
SmolLM2-360M-Instruct,4,3,0.01,0.8524988297822241,0.8414999999999999,0.8301525154677039,0.7996041563582384,0.8049999999999999,47
SmolLM2-360M-Instruct,4,4,0.1,0.8646205792080194,0.8700000000000001,0.8497564987522328,0.7876040243448019,0.79,201
SmolLM2-360M-Instruct,4,5,0.1,0.8740682901482675,0.866,0.7984258812324647,0.8105263157894738,0.815,184
SmolLM2-360M-Instruct,4,6,0.1,0.9054501964480375,0.9209999999999999,0.8640910258495131,0.821870361207323,0.8275,195
SmolLM2-360M-Instruct,4,7,0.1,0.9043455614374606,0.9165,0.8721316573164046,0.821870361207323,0.8275,163
SmolLM2-360M-Instruct,4,8,0.1,0.9208657809990767,0.916,0.8934154307281911,0.8514285714285714,0.8475,183
SmolLM2-360M-Instruct,4,9,0.1,0.9446979257830662,0.9009999999999999,0.8888680333695753,0.8642533936651584,0.8625,164
SmolLM2-360M-Instruct,4,10,0.1,0.9372148532478956,0.9385,0.9263271279623068,0.8868778280542986,0.885,135
SmolLM2-360M-Instruct,4,11,0.01,0.9335927882346731,0.925,0.916915330652166,0.8868778280542986,0.885,39
SmolLM2-360M-Instruct,4,12,0.01,0.9333715451710383,0.9395,0.9130580188851115,0.8984835192379997,0.8975,36
SmolLM2-360M-Instruct,4,13,0.01,0.9317804914819842,0.9405,0.918702866368698,0.897869121170092,0.895,36
SmolLM2-360M-Instruct,4,14,0.1,0.9390568597834156,0.9435,0.9070885477868703,0.9089068825910931,0.905,139
SmolLM2-360M-Instruct,4,15,0.1,0.9226501063072922,0.9349999999999999,0.9045473719931139,0.8742857142857143,0.87,167
SmolLM2-360M-Instruct,4,16,0.1,0.9420584960339019,0.9705,0.9602523266248507,0.8971428571428571,0.8925,146
SmolLM2-360M-Instruct,4,17,1.0,0.9682369235077392,0.958,0.9390404050556628,0.8656047784967645,0.8674999999999999,276
SmolLM2-360M-Instruct,4,18,1.0,0.9709811276506105,0.9670000000000001,0.955491828004305,0.8765432098765431,0.8775,267
SmolLM2-360M-Instruct,4,19,0.1,0.9658549258661903,0.9615,0.9444828452745855,0.9104031856645097,0.9125000000000001,125
SmolLM2-360M-Instruct,4,20,1.0,0.9727087199160792,0.965,0.9413148165396679,0.9441063221960004,0.9475,264
SmolLM2-360M-Instruct,4,21,0.1,0.9753318724969903,0.965,0.9457907900948714,0.91,0.91,98
SmolLM2-360M-Instruct,4,22,0.1,0.9751050983567646,0.963,0.9366338060656738,0.9104031856645097,0.9125000000000001,105
SmolLM2-360M-Instruct,4,23,0.1,0.9737763757288773,0.9635,0.9415725160312847,0.9104031856645097,0.9125000000000001,110
SmolLM2-360M-Instruct,4,24,0.1,0.972112627890343,0.9720000000000001,0.9585461419057727,0.9210427371851109,0.9199999999999999,83
SmolLM2-360M-Instruct,4,25,0.1,0.9715127431263731,0.979,0.9734965367023907,0.9325,0.9325,85
SmolLM2-360M-Instruct,4,26,0.1,0.9763538574202237,0.98,0.9748309835530066,0.9328023892483823,0.935,85
SmolLM2-360M-Instruct,4,27,0.1,0.9678774035293326,0.9785,0.9708253987626165,0.9330357142857143,0.9375,87
SmolLM2-360M-Instruct,4,28,0.1,0.959494503848207,0.9530000000000001,0.9358049096739944,0.9107142857142857,0.915,95
SmolLM2-360M-Instruct,4,29,0.1,0.9585785575647586,0.9460000000000001,0.9328846883649603,0.899888765294772,0.9075,83
SmolLM2-360M-Instruct,4,30,0.01,0.9605044784337003,0.9365,0.9158846969015693,0.8660714285714286,0.87,24
